dataset,method,comparison,n_rows,mean_abs_diff_mean,mean_abs_diff_std,max_abs_diff_mean,max_abs_diff_std,mse_mean,mse_std,binary_flip_ratio_mean,binary_flip_ratio_std,soft_inactive_ratio_mean,soft_inactive_ratio_std,hard_inactive_ratio_mean,hard_inactive_ratio_std
parity8,block_hard_refit,path_soft_vs_discrete,3,0.39300299684206647,0.008846457032582014,0.4998502234617869,0.00010169254778710073,0.16013263165950775,0.007294853168403361,0.0,0.0,0.20572916666666666,0.023867581744561668,0.5364583333333334,0.011933790872280834
parity8,block_hard_task_refit,full_soft_vs_discrete,3,0.4686127007007599,0.004484828225121283,0.6761552095413208,0.056203702004378873,0.22357220947742462,0.004385610843532771,0.2874348958333333,0.014773197822368184,0.0,0.0,0.671875,0.013531646934131853
parity8,block_hard_task_refit,path_soft_vs_discrete,3,0.4069264729817708,0.007334660240267861,0.782636284828186,0.013432180390977379,0.17497756580511728,0.005465687942698094,0.0833740234375,0.012954990487310523,0.2994791666666667,0.05863713671457137,0.671875,0.013531646934131853
parity8,block_relaxed,full_soft_vs_discrete,3,0.47220630447069806,0.002134394500415563,0.6586264769236246,0.024860073770618475,0.2271788368622462,0.0017582449381474143,0.3339436848958333,0.006235551026852384,0.0,0.0,0.421875,0.062009796353076345
parity8,dlgn,full_soft_vs_discrete,3,0.47200929125150043,0.0011565743560204833,0.6533105572064718,0.030620440898574932,0.2269752472639084,0.0009201428218085918,0.3373616536458333,0.0088703493819154,0.0,0.0,0.4166666666666667,0.06825699178167269
parity8,dlgn_anneal,full_soft_vs_discrete,3,0.3266695241133372,0.008739411928686215,0.8502824505170187,0.02123700501111981,0.1408254156510035,0.0037431813241402424,0.1995849609375,0.005940197783494355,0.0,0.0,0.3880208333333333,0.047735163489123336
parity8,gumbel_st,full_soft_vs_discrete,3,0.47190717856089276,0.0035765604951628477,0.658872922261556,0.03664222729897007,0.22697546581427255,0.0030539301639999983,0.3160400390625,0.012595739884218632,0.0,0.0,0.4401041666666667,0.027436598314720673
parity8,hard_st_cage,full_soft_vs_discrete,3,0.4911239445209503,0.0003123724745071425,0.5572777986526489,0.010336905165837112,0.24173218508561453,0.0003084089204475925,0.36669921875,0.021737771795151937,0.015625,0.0078125,0.5911458333333334,0.019661027175184243
random_sparse10,block_hard_refit,full_soft_vs_discrete,3,0.46990134318669635,0.0030892696098073205,0.6514039039611816,0.021156577408192514,0.22459270060062408,0.0022586342952214157,0.3049723307291667,0.009023110877837163,0.0,0.0,0.4479166666666667,0.04577707247720559
random_sparse10,block_hard_refit,path_soft_vs_discrete,3,0.3981592357158661,0.006866118054546906,0.4997347990671794,0.00026026702631673385,0.16427271564801535,0.004472312652205782,0.0,0.0,0.15885416666666666,0.04009063624567878,0.4479166666666667,0.04577707247720559
random_sparse10,block_hard_task_refit,full_soft_vs_discrete,3,0.47468288739522296,0.004729361870474936,0.7051937580108643,0.09207358868455884,0.2294211139281591,0.003847721476524319,0.3440755208333333,0.024859116628244467,0.0,0.0,0.6744791666666666,0.06644453553215142
random_sparse10,block_hard_task_refit,path_soft_vs_discrete,3,0.4160587688287099,0.004697382525577967,0.8050822814305624,0.03328768029658514,0.18233024577299753,0.003212877525336571,0.10545857747395833,0.012565178121503961,0.2942708333333333,0.05863713671457137,0.6744791666666666,0.06644453553215142
random_sparse10,block_relaxed,full_soft_vs_discrete,3,0.4741581082344055,0.0007413889705498413,0.6593350569407145,0.012559467869624563,0.2288474440574646,0.00034894166858418174,0.33441162109375,0.02125410744996513,0.0,0.0,0.375,0.07452650011069888
random_sparse10,dlgn,full_soft_vs_discrete,3,0.4744354486465454,0.0006789736354025471,0.6590583125750223,0.011175663890563941,0.22915031015872955,0.0014771431507597087,0.347686767578125,0.026153030301028696,0.0,0.0,0.3229166666666667,0.029577647634376425
random_sparse10,dlgn_anneal,full_soft_vs_discrete,3,0.2771480778853099,0.0018638807886371652,0.847420334815979,0.031287514933438676,0.11085005849599838,0.002399533113997449,0.13341267903645834,0.02292114596950852,0.0,0.0,0.28125,0.0667500292602932
random_sparse10,gumbel_st,full_soft_vs_discrete,3,0.4719286362330119,0.005556895532002651,0.6630103389422098,0.030015656267391277,0.22698708872000375,0.004467267839088654,0.3218994140625,0.015130441656190345,0.0,0.0,0.4505208333333333,0.004510548978043951
random_sparse10,hard_st_cage,full_soft_vs_discrete,3,0.49263883630434674,0.0011111563601305182,0.5624508659044901,0.015007204139979415,0.2432423084974289,0.0011726054019455638,0.3538614908854167,0.053826038258322564,0.0026041666666666665,0.004510548978043951,0.4401041666666667,0.11727427342914273
