dataset,method,comparison,n_rows,mean_abs_diff_mean,mean_abs_diff_std,max_abs_diff_mean,max_abs_diff_std,mse_mean,mse_std,binary_flip_ratio_mean,binary_flip_ratio_std,soft_inactive_ratio_mean,soft_inactive_ratio_std,hard_inactive_ratio_mean,hard_inactive_ratio_std
parity8,dlgn_anneal,full_soft_vs_discrete,12,0.26471492027242977,0.06906489992962951,0.7801936566829681,0.08092149320898807,0.10528550483286381,0.03602530503507774,0.12067667643229167,0.06559150506381814,0.0,0.0,0.287109375,0.09905251822739036
parity8,gumbel_st,full_soft_vs_discrete,12,0.4572134812672933,0.025829061727987337,0.6484104792277018,0.02414780702299748,0.21453465272982916,0.0213097080211078,0.2837727864583333,0.07468438593874314,0.0,0.0,0.3307291666666667,0.1049391339189128
parity8,hard_st_cage,full_soft_vs_discrete,12,0.4919928436477979,0.0015743009042168527,0.5690569678942362,0.018264785677328862,0.24279732629656792,0.0013050025943138466,0.3797505696614583,0.023252593455937488,0.00390625,0.0078125,0.4036458333333333,0.16256190545776894
random_sparse10,block_hard_refit,full_soft_vs_discrete,12,0.44953641543785733,0.03148666135537678,0.60354216893514,0.0658987211395864,0.20693251738945642,0.026471174079611158,0.2131017049153646,0.1319721112424428,0.0,0.0,0.31640625,0.12164806231642536
random_sparse10,block_hard_refit,path_soft_vs_discrete,12,0.09953980892896652,0.18009808826718032,0.12493369976679485,0.2260135940450881,0.04106817891200384,0.07431960138498823,0.0,0.0,0.244140625,0.10519218790193781,0.31640625,0.12164806231642536
random_sparse10,block_hard_task_refit,full_soft_vs_discrete,12,0.4610803301135699,0.023236903263768878,0.7072423845529556,0.06576196350900408,0.21846008549133936,0.0182600147337603,0.2844594319661458,0.09288776219436488,0.0,0.0,0.4459635416666667,0.19036221913302048
random_sparse10,block_hard_task_refit,path_soft_vs_discrete,12,0.10401469220717748,0.18818031822104767,0.2012705703576406,0.3643887121585576,0.04558256144324938,0.08247333554890189,0.026364644368489582,0.047995424420951276,0.3509114583333333,0.13504796196191296,0.4459635416666667,0.19036221913302048
random_sparse10,block_relaxed,full_soft_vs_discrete,12,0.456328089038531,0.027308136315070668,0.6457334458827972,0.019754761835950166,0.2137439971168836,0.022296156856694203,0.27635955810546875,0.0734895184434152,0.0,0.0,0.28515625,0.09766335201448159
random_sparse10,dlgn,full_soft_vs_discrete,12,0.42427026977141696,0.062281685621547525,0.6641560196876526,0.03366450492739751,0.19268579905231795,0.042559363191317555,0.23993428548177084,0.09421994253513158,0.0,0.0,0.21549479166666666,0.1011770621768991
random_sparse10,dlgn_anneal,full_soft_vs_discrete,12,0.18297865862647691,0.07702735279521487,0.7166880816221237,0.10097700137811393,0.06739700709780057,0.03358182142887647,0.06732432047526042,0.048494093690224914,0.0,0.0,0.18489583333333334,0.08605578980134534
random_sparse10,gumbel_st,full_soft_vs_discrete,12,0.4640011414885521,0.020073210848555435,0.646858016649882,0.024123365893585793,0.21989738444487253,0.017022844844720754,0.29661305745442706,0.06335328336439908,0.0,0.0,0.3424479166666667,0.10752459362351255
random_sparse10,hard_st_cage,full_soft_vs_discrete,12,0.4814217885335286,0.013075102819704696,0.5976350655158361,0.03275683404398608,0.23456673820813498,0.009758839466764627,0.3584849039713542,0.03524654485766728,0.0006510416666666666,0.0022552744890219755,0.3098958333333333,0.13263831045936597
