dataset,method,n,soft_acc_mean,soft_acc_std,discrete_acc_mean,discrete_acc_std,acc_gap_mean,acc_gap_std,soft_loss_mean,soft_loss_std,discrete_loss_mean,discrete_loss_std,loss_gap_mean,loss_gap_std,path_soft_acc_mean,path_soft_acc_std,path_discrete_acc_mean,path_discrete_acc_std,path_acc_gap_mean,path_acc_gap_std,path_soft_loss_mean,path_soft_loss_std,path_discrete_loss_mean,path_discrete_loss_std,path_loss_gap_mean,path_loss_gap_std,train_time_mean,train_time_std,time_to_target_mean,time_to_target_std,n_target_hits,target_hit_rate,unused_gate_ratio_mean,unused_gate_ratio_std,activation_inactive_gate_ratio_mean,activation_inactive_gate_ratio_std,gate_count_mean,gate_count_std,depth_mean,depth_std,fanout_max_mean,fanout_max_std,soft_inference_samples_per_sec_mean,soft_inference_samples_per_sec_std,discrete_inference_samples_per_sec_mean,discrete_inference_samples_per_sec_std,inference_bench_repeats_mean,inference_bench_repeats_std
parity8,dlgn,3,0.4635416666666667,0.13288907106430284,0.5208333333333334,0.08018127249135756,0.15104166666666666,0.018042195912175804,1.2043826182683308,0.19453214932956292,151.65997314453125,41.99229745326784,150.4555905262629,42.03107745278853,0.4635416666666667,0.13288907106430284,0.5208333333333334,0.08018127249135756,0.15104166666666666,0.018042195912175804,1.2043826182683308,0.19453214932956292,151.65997314453125,41.99229745326784,150.4555905262629,42.03107745278853,3.210724887670949,1.3565944505554155,nan,nan,0,0.0,0.9733072916666666,0.006859149578680168,0.3125,0.03032065370363286,512.0,0.0,4.0,0.0,32.0,0.0,nan,nan,nan,nan,0.0,0.0
parity8,dlgn_anneal,3,0.24479166666666666,0.03252603124165832,0.4375,0.04133986423538423,0.19270833333333334,0.07384086916019701,15.641653378804525,3.2777295436347997,169.31776428222656,17.133560982533034,153.67611090342203,18.95393654166592,0.24479166666666666,0.03252603124165832,0.4375,0.04133986423538423,0.19270833333333334,0.07384086916019701,15.641653378804525,3.2777295436347997,169.31776428222656,17.133560982533034,153.67611090342203,18.95393654166592,3.1721807923264955,0.9957016158713154,nan,nan,0,0.0,0.978515625,0.005167483029423029,0.287109375,0.034332804357904194,512.0,0.0,4.0,0.0,32.0,0.0,nan,nan,nan,nan,0.0,0.0
parity8,gumbel_st,3,0.46875,0.05633673867912483,0.546875,0.046875,0.08854166666666667,0.08884751098558323,8.694029966990152,6.56206121311911,164.10582224527994,59.86720473298545,155.4117922782898,56.696861806172066,0.46875,0.05633673867912483,0.546875,0.046875,0.08854166666666667,0.08884751098558323,8.694029966990152,6.56206121311911,164.10582224527994,59.86720473298545,155.4117922782898,56.696861806172066,2.9844209473327887,0.7321394917544348,nan,nan,0,0.0,0.9895833333333334,0.004510548978043951,0.3307291666666667,0.019949939382870523,512.0,0.0,4.0,0.0,32.0,0.0,nan,nan,nan,nan,0.0,0.0
parity8,hard_st_cage,3,0.46875,0.05633673867912483,0.4375,0.109375,0.07291666666666667,0.009021097956087902,6.882869243621826,2.346864579109809,95.97773996988933,7.080187178151444,89.0948707262675,9.352978547157916,0.4375,0.109375,0.4375,0.109375,0.0,0.0,95.97773996988933,7.080187178151444,95.97773996988933,7.080187178151444,0.0,0.0,2.6197381240005293,0.1516911330599901,nan,nan,0,0.0,0.9921875,0.001953125,0.4016927083333333,0.013294647042097745,512.0,0.0,4.0,0.0,32.0,0.0,nan,nan,nan,nan,0.0,0.0
random_sparse10,block_hard_refit,3,0.5065104166666666,0.04884114409768503,0.69921875,0.19338896553885254,0.19270833333333334,0.16707307221193166,15.09431759516398,12.11007047308313,96.40650812784831,108.59666548501573,81.31219053268433,99.83518212071164,0.8723958333333334,0.046929222111823175,0.69921875,0.19338896553885254,0.17317708333333334,0.14768173832039402,1.8534854054450989,0.9769326181656031,96.40650812784831,108.59666548501573,94.55302272240321,108.49937446752658,2.30464524567166,0.031587789023800154,nan,nan,0,0.0,0.990234375,0.0033829117335329633,0.31640625,0.053094832886985105,512.0,0.0,4.0,0.0,26.0,0.0,nan,nan,nan,nan,0.0,0.0
random_sparse10,block_hard_task_refit,3,0.5247395833333334,0.039127550003428956,0.6184895833333334,0.17162327684100964,0.13541666666666666,0.06326838861071012,41.285133361816406,11.97988472748724,24.458823839823406,19.98119165944326,16.826309521993,17.388613293264818,0.8450520833333334,0.13219833485934432,0.6184895833333334,0.17162327684100964,0.2265625,0.04736076426946149,1.251030554374059,1.0943714991324471,24.458823839823406,19.98119165944326,23.207793285449345,18.916766467110953,4.486530270660296,0.11571034638855958,nan,nan,0,0.0,0.9876302083333334,0.006859149578680168,0.4459635416666667,0.05944477465449725,512.0,0.0,4.0,0.0,26.0,0.0,nan,nan,nan,nan,0.0,0.0
random_sparse10,block_relaxed,3,0.4817708333333333,0.041768268052982914,0.4231770833333333,0.04627436365603349,0.05859375,0.017026948998205758,0.8291162848472595,0.06464509277914417,205.66664123535156,21.541899986480274,204.8375249505043,21.47880785446899,0.4817708333333333,0.041768268052982914,0.4231770833333333,0.04627436365603349,0.05859375,0.017026948998205758,0.8291162848472595,0.06464509277914417,205.66664123535156,21.541899986480274,204.8375249505043,21.47880785446899,2.2464225766598247,0.03630873532754135,nan,nan,0,0.0,0.982421875,0.005167483029423029,0.28515625,0.033203125,512.0,0.0,4.0,0.0,26.0,0.0,nan,nan,nan,nan,0.0,0.0
random_sparse10,dlgn,3,1.0,0.0,0.6171875,0.08638025151365618,0.3828125,0.08638025151365618,0.0016324003227055073,0.00019907192204738066,109.69408671061198,39.80063698052558,109.69245431028928,39.800684985300386,1.0,0.0,0.6171875,0.08638025151365618,0.3828125,0.08638025151365618,0.0016324003227055073,0.00019907192204738066,109.69408671061198,39.80063698052558,109.69245431028928,39.800684985300386,7.536292754666647,0.37524912665217386,nan,nan,0,0.0,0.8919270833333334,0.007893460711576915,0.21549479166666666,0.024263860877062792,512.0,0.0,4.0,0.0,26.0,0.0,nan,nan,nan,nan,0.0,0.0
random_sparse10,dlgn_anneal,3,0.9986979166666666,0.0022552744890219755,0.78125,0.01953125,0.21744791666666666,0.019661027175184243,0.002085807581048963,0.002232506584916936,52.771385192871094,7.234484572414069,52.76929938529005,7.234305924832198,0.9986979166666666,0.0022552744890219755,0.78125,0.01953125,0.21744791666666666,0.019661027175184243,0.002085807581048963,0.002232506584916936,52.771385192871094,7.234484572414069,52.76929938529005,7.234305924832198,9.216448016678138,0.6243018343214308,nan,nan,0,0.0,0.8704427083333334,0.00813150781041458,0.18489583333333334,0.036031495057348206,512.0,0.0,4.0,0.0,26.0,0.0,nan,nan,nan,nan,0.0,0.0
random_sparse10,gumbel_st,3,0.5169270833333334,0.044936025850878636,0.5546875,0.05078125,0.06380208333333333,0.030341615098257925,18.95458658536275,18.86213357151061,158.12435658772787,46.746969683291724,139.1697700023651,65.1525766369247,0.5169270833333334,0.044936025850878636,0.5546875,0.05078125,0.06380208333333333,0.030341615098257925,18.95458658536275,18.86213357151061,158.12435658772787,46.746969683291724,139.1697700023651,65.1525766369247,8.28364150232907,0.03779215919047702,nan,nan,0,0.0,0.9921875,0.0033829117335329633,0.3424479166666667,0.025788154062940574,512.0,0.0,4.0,0.0,26.0,0.0,nan,nan,nan,nan,0.0,0.0
random_sparse10,hard_st_cage,3,0.53515625,0.024394523431243743,0.9596354166666666,0.03608439182435161,0.4244791666666667,0.026009094212810127,17.284231662750244,12.295999129966853,3.9360338151454926,4.819030067406276,13.348197847604752,8.547527376234061,0.9596354166666666,0.03608439182435161,0.9596354166666666,0.03608439182435161,0.0,0.0,3.9360338151454926,4.819030067406276,3.9360338151454926,4.819030067406276,0.0,0.0,8.084518385342866,0.11589102723815405,4.8030018560093595,1.248639142623587,2,0.6666666666666666,0.8834635416666666,0.016611133883037855,0.3098958333333333,0.05094375041533759,512.0,0.0,4.0,0.0,26.0,0.0,nan,nan,nan,nan,0.0,0.0
