dataset,method,acc_gap_mean,path_acc_gap_mean,discrete_acc_mean,unused_gate_ratio_mean,train_time_mean,time_to_target_mean,n_target_hits,target_hit_rate,dlgn_target_hit_rate,gap_delta_vs_dlgn,path_gap_delta_vs_dlgn,speedup_vs_dlgn,target_speedup_vs_dlgn,unused_delta_vs_dlgn,gap_reduction_vs_dlgn,path_gap_reduction_vs_dlgn,unused_reduction_vs_dlgn,gap_delta_vs_gumbel,path_gap_delta_vs_gumbel
parity8,dlgn,0.15104166666666666,0.15104166666666666,0.5208333333333334,0.9733072916666666,3.210724887670949,nan,0,0.0,0.0,0.0,0.0,1.0,nan,0.0,0.0,0.0,0.0,0.062499999999999986,0.062499999999999986
parity8,dlgn_anneal,0.19270833333333334,0.19270833333333334,0.4375,0.978515625,3.1721807923264955,nan,0,0.0,0.0,0.041666666666666685,0.041666666666666685,1.0121506616009062,nan,0.00520833333333337,-0.2758620689655174,-0.2758620689655174,-0.005351170568561911,0.10416666666666667,0.10416666666666667
parity8,gumbel_st,0.08854166666666667,0.08854166666666667,0.546875,0.9895833333333334,2.9844209473327887,nan,0,0.0,0.0,-0.062499999999999986,-0.062499999999999986,1.0758284251222707,nan,0.01627604166666674,0.4137931034482758,0.4137931034482758,-0.01672240802675593,0.0,0.0
parity8,hard_st_cage,0.07291666666666667,0.0,0.4375,0.9921875,2.6197381240005293,nan,0,0.0,0.0,-0.07812499999999999,-0.15104166666666666,1.225590015374491,nan,0.01888020833333337,0.5172413793103448,1.0,-0.019397993311036827,-0.015625,-0.08854166666666667
random_sparse10,block_hard_refit,0.19270833333333334,0.17317708333333334,0.69921875,0.990234375,2.30464524567166,nan,0,0.0,0.0,-0.19010416666666666,-0.20963541666666666,3.270044606136459,nan,0.09830729166666663,0.4965986394557823,0.5476190476190476,-0.11021897810218974,0.12890625,0.10937500000000001
random_sparse10,block_hard_task_refit,0.13541666666666666,0.2265625,0.6184895833333334,0.9876302083333334,4.486530270660296,nan,0,0.0,0.0,-0.24739583333333334,-0.15625,1.6797597029379918,nan,0.095703125,0.6462585034013606,0.40816326530612246,-0.1072992700729927,0.07161458333333333,0.16276041666666669
random_sparse10,block_relaxed,0.05859375,0.05859375,0.4231770833333333,0.982421875,2.2464225766598247,nan,0,0.0,0.0,-0.32421875,-0.32421875,3.3547974601787782,nan,0.09049479166666663,0.8469387755102041,0.8469387755102041,-0.10145985401459849,-0.005208333333333329,-0.005208333333333329
random_sparse10,dlgn,0.3828125,0.3828125,0.6171875,0.8919270833333334,7.536292754666647,nan,0,0.0,0.0,0.0,0.0,1.0,nan,0.0,0.0,0.0,0.0,0.3190104166666667,0.3190104166666667
random_sparse10,dlgn_anneal,0.21744791666666666,0.21744791666666666,0.78125,0.8704427083333334,9.216448016678138,nan,0,0.0,0.0,-0.16536458333333334,-0.16536458333333334,0.817700348445402,nan,-0.021484375,0.4319727891156463,0.4319727891156463,0.02408759124087591,0.15364583333333331,0.15364583333333331
random_sparse10,gumbel_st,0.06380208333333333,0.06380208333333333,0.5546875,0.9921875,8.28364150232907,nan,0,0.0,0.0,-0.3190104166666667,-0.3190104166666667,0.909780167640971,nan,0.10026041666666663,0.8333333333333334,0.8333333333333334,-0.11240875912408754,0.0,0.0
random_sparse10,hard_st_cage,0.4244791666666667,0.0,0.9596354166666666,0.8834635416666666,8.084518385342866,4.8030018560093595,2,0.6666666666666666,0.0,0.041666666666666685,-0.3828125,0.9321882139979859,nan,-0.00846354166666674,-0.10884353741496604,1.0,0.009489051094890594,0.36067708333333337,-0.06380208333333333
