campaign,run,method,dataset,soft_acc,discrete_acc,acc_gap,soft_loss,discrete_loss,loss_gap,train_time,epochs_to_target,epochs_to_20pct,time_to_20pct,unused_gate_ratio,activation_inactive_gate_ratio,unused_gate_definition,gate_count,predicate_count,depth,fanout_max,best_discrete_acc,best_epoch,state_entropy,state_constant_ratio,state_duplicate_ratio,state_flip_rate,layer_gap_max_mae,layer_gap_max_flip_ratio,layer_gap_final_flip_ratio,gate_entropy,gate_confidence,hard_path_acc_gap,hard_path_loss_gap,bit_exact_verified,seed,state_width,encoder_kind,local_depth,global_depth,heads,qk_bits,topk,votes_per_class,epochs,validation_size,train_limit,eval_limit,group_sum_temperature,gate_init_strength,gate_init_mode,gate_init_normal_std,hardening_logit_scale,soft_warmup_epochs
gumbel_normal_init_screen_20260723,normal_adam_tau050,bitstate_gumbel_st,cifar10,0.106,0.107,0.0010000000000000009,2.304915603637695,2.5150807189941404,0.21016511535644522,47.443246312002884,,,,0.9763513803482056,0.24408783783783783,mind_gap_entropy_above_initialization_2.5pct,2368,320,9,25,0.107,2,0.5720847025513649,0.1938557978719473,0.06998698320239782,0.3753583952784538,,,,0.8509507179260254,0.2450508028268814,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,-1.0,normal,1.0,1.0,2
gumbel_normal_init_screen_20260723,normal_adam_tau100,bitstate_gumbel_st,cifar10,0.0985,0.1375,0.03900000000000001,2.302254379272461,2.460933723449707,0.15867934417724605,48.14271080400795,,,,0.9776182770729065,0.25084459459459457,mind_gap_entropy_above_initialization_2.5pct,2368,320,9,25,0.1385,5,0.5765891745686531,0.19593099877238274,0.06412760633975267,0.38735073432326317,,,,0.854387640953064,0.2407279759645462,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,-1.0,normal,1.0,1.0,2
gumbel_tuning_screen_20260723,init025_tau100,bitstate_gumbel_st,cifar10,0.1115,0.1045,0.007000000000000006,2.302579895019531,2.5293841400146486,0.22680424499511753,60.3668579509831,,,,1.0,0.007601351351351352,mind_gap_entropy_posthoc,2368,320,9,25,0.1045,6,0.7931815534830093,0.016341146430931985,0.003417968808207661,0.124509715475142,,,,0.9960458278656006,0.09960788488388062,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.25,targeted_legacy,,1.0,2
gumbel_tuning_screen_20260723,init050_tau050,bitstate_gumbel_st,cifar10,0.0915,0.09,0.0015000000000000013,2.3027354431152345,2.4969023361206055,0.19416689300537104,61.51780680200318,,,,1.0,0.007601351351351352,mind_gap_entropy_posthoc,2368,320,9,25,0.095,1,0.7882624790072441,0.01660156308207661,0.003417968808207661,0.12231759447604418,,,,0.9814393520355225,0.15329158306121826,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.5,targeted_legacy,,1.0,2
gumbel_tuning_screen_20260723,init050_tau100,bitstate_gumbel_st,cifar10,0.0915,0.097,0.005500000000000005,2.302948112487793,2.4814907455444337,0.17854263305664064,61.369184545008466,,,,1.0,0.0071790540540540545,mind_gap_entropy_posthoc,2368,320,9,25,0.0975,8,0.7933144867420197,0.01608072977978736,0.003417968808207661,0.12265440169721842,,,,0.9807714819908142,0.15429814159870148,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.5,targeted_legacy,,1.0,2
gumbel_tuning_screen_20260723,init100_tau050,bitstate_gumbel_st,cifar10,0.0915,0.09,0.0015000000000000013,2.3060202178955076,2.4969023361206055,0.19088211822509793,61.618676913989475,,,,1.0,0.007601351351351352,mind_gap_entropy_posthoc,2368,320,9,25,0.095,1,0.7882624790072441,0.01660156308207661,0.003417968808207661,0.12231759447604418,,,,0.8836004137992859,0.3292691707611084,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,1.0,targeted_legacy,,1.0,2
gumbel_tuning_screen_20260723,init100_tau100,bitstate_gumbel_st,cifar10,0.0915,0.09,0.0015000000000000013,2.303201690673828,2.4777731475830076,0.17457145690917963,60.47688079500222,,,,1.0,0.008023648648648648,mind_gap_entropy_posthoc,2368,320,9,25,0.097,6,0.7928354069590569,0.0171223966171965,0.003417968808207661,0.12343647982925177,,,,0.8849687576293945,0.32685524225234985,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,1.0,targeted_legacy,,1.0,2
gumbel_tuning_screen_20260723,init200_tau050,bitstate_gumbel_st,cifar10,0.092,0.09,0.0020000000000000018,2.331818687438965,2.4969023361206055,0.1650836486816405,60.179136858001584,,,,0.0,0.007601351351351352,mind_gap_entropy_posthoc,2368,320,9,25,0.095,1,0.7882624790072441,0.01660156308207661,0.003417968808207661,0.12231759447604418,,,,0.40460726618766785,0.7801767587661743,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,2.0,targeted_legacy,,1.0,2
gumbel_tuning_screen_20260723,init200_tau100,bitstate_gumbel_st,cifar10,0.092,0.09,0.0020000000000000018,2.3268230590820314,2.4969023361206055,0.17007927703857417,58.51753765999456,,,,0.0,0.007601351351351352,mind_gap_entropy_posthoc,2368,320,9,25,0.095,1,0.7882624790072441,0.01660156308207661,0.003417968808207661,0.12231759447604418,,,,0.4071749150753021,0.7783606052398682,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,2.0,targeted_legacy,,1.0,2
gumbel_tuning_screen_20260723,paper_adam_init100_tau100,bitstate_gumbel_st,cifar10,0.106,0.1195,0.013499999999999998,2.3022993621826173,2.4331410446166992,0.1308416824340819,60.58802166199894,,,,0.9881756901741028,0.009290540540540541,mind_gap_entropy_posthoc,2368,320,9,25,0.114,6,0.806365542113781,0.018294271314516664,0.0017903646366903558,0.120454634539783,,,,0.8819472193717957,0.3183458149433136,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,1.0,targeted_legacy,,1.0,2
h200_calibration_screen_20260723,tau16,bitstate_progressive_hard_st,cifar10,0.1145,0.1275,0.012999999999999998,2.299156021118164,2.3060919036865233,0.006935882568359197,52.55570834799437,,,,0.7048141956329346,0.008023648648648648,mind_gap_entropy_posthoc,2368,320,9,25,0.1225,7,0.7993867546319962,0.01660156308207661,0.0016276042151730508,0.11987933330237865,,,,0.7195261716842651,0.460144579410553,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,16.0,,targeted_legacy,,,2
h200_calibration_screen_20260723,tau4,bitstate_progressive_hard_st,cifar10,0.11,0.1525,0.042499999999999996,2.3956052856445313,2.345949905395508,0.049655380249023384,54.37208451301558,,,,0.5544763803482056,0.006756756756756757,mind_gap_entropy_posthoc,2368,320,9,25,0.131,8,0.7997779101133347,0.015690104803070426,0.003417968808207661,0.11997530981898308,,,,0.6673022508621216,0.5103548765182495,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,,targeted_legacy,,,2
h200_calibration_screen_20260723,tau8,bitstate_progressive_hard_st,cifar10,0.102,0.1405,0.03850000000000002,2.3004314346313475,2.315102294921875,0.014670860290527443,54.242997708002804,,,,0.6494932174682617,0.0071790540540540545,mind_gap_entropy_posthoc,2368,320,9,25,0.135,8,0.8015548437833786,0.01621093798894435,0.003417968808207661,0.12076466716825962,,,,0.7025484442710876,0.4758602976799011,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,8.0,,targeted_legacy,,,2
h200_calibration_screen_20260723,tau8_soft4,bitstate_progressive_hard_st,cifar10,0.1725,0.111,0.061499999999999985,2.2695920333862305,2.3258311614990235,0.05623912811279297,52.47724798400304,,,,0.2766047418117523,0.006756756756756757,mind_gap_entropy_posthoc,2368,320,9,25,0.104,5,0.8084158077836037,0.016536459210328758,0.003255208386690356,0.12207076046615839,,,,0.5794538855552673,0.6254454851150513,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,8.0,,targeted_legacy,,,4
h200_calibration_screen_20260723,tau8_teacher025,bitstate_progressive_hard_st,cifar10,0.1075,0.138,0.030500000000000013,2.300905319213867,2.306266586303711,0.0053612670898437464,78.341432679008,,,,0.6524493098258972,0.008445945945945946,mind_gap_entropy_posthoc,2368,320,9,25,0.131,8,0.7994310259819031,0.019401042256504297,0.0022786458721384406,0.12186472211033106,,,,0.7027941942214966,0.47541114687919617,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,8.0,,targeted_legacy,,,2
h200_calibration_screen_20260723,tau8_teacher050,bitstate_progressive_hard_st,cifar10,0.102,0.1345,0.032500000000000015,2.301566818237305,2.3034345321655274,0.001867713928222603,77.39760783797828,,,,0.650337815284729,0.006756756756756757,mind_gap_entropy_posthoc,2368,320,9,25,0.13,8,0.7988680005073547,0.01692708407063037,0.0022786458721384406,0.12126022484153509,,,,0.7025972604751587,0.47536778450012207,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,8.0,,targeted_legacy,,,2
h200_commitment_screen_20260723,entropy005,bitstate_progressive_hard_st,cifar10,0.1475,0.192,0.04450000000000001,2.293158660888672,2.21517081451416,0.07798784637451162,53.42501392797567,,,,1.0,0.0021114864864864866,mind_gap_entropy_posthoc,2368,320,9,25,0.195,5,0.8444174379110336,0.00638020847691223,0.0014648437936557457,0.14769736118614674,,,,0.9119064807891846,0.23674917221069336,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.1,targeted_legacy,,1.0,4
h200_commitment_screen_20260723,entropy010,bitstate_progressive_hard_st,cifar10,0.1365,0.1915,0.05499999999999999,2.293764709472656,2.2345859527587892,0.059178756713866854,54.3273998759978,,,,1.0,0.006756756756756757,mind_gap_entropy_posthoc,2368,320,9,25,0.1985,8,0.8352302238345146,0.008007812779396772,0.0,0.17633959278464317,,,,0.8348225951194763,0.3055070638656616,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.1,targeted_legacy,,1.0,4
h200_commitment_screen_20260723,scale16,bitstate_progressive_hard_st,cifar10,0.195,0.2065,0.011499999999999982,2.198392951965332,2.252619987487793,0.054227035522461,53.53959713698714,,,,0.01942567527294159,0.002533783783783784,mind_gap_entropy_posthoc,2368,320,9,25,0.199,5,0.8357128947973251,0.008463541918899864,0.0,0.15977235697209835,,,,0.08212633430957794,0.932465672492981,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.1,targeted_legacy,,16.0,4
h200_commitment_screen_20260723,scale2,bitstate_progressive_hard_st,cifar10,0.16,0.2095,0.04949999999999999,2.2708009872436525,2.157014373779297,0.11378661346435548,54.696693211008096,,8,54.60900982702151,0.9936655163764954,0.0021114864864864866,mind_gap_entropy_posthoc,2368,320,9,25,0.202,8,0.8471041098237038,0.00670572929084301,0.00032552084303461015,0.16018501296639442,,,,0.8321300745010376,0.3471739888191223,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.1,targeted_legacy,,2.0,4
h200_commitment_screen_20260723,scale4,bitstate_progressive_hard_st,cifar10,0.1835,0.208,0.024499999999999994,2.208308395385742,2.1814549102783203,0.026853485107421804,53.951006727002095,,8,53.941823280008975,0.2529560923576355,0.0016891891891891893,mind_gap_entropy_posthoc,2368,320,9,25,0.2,8,0.8424866944551468,0.006184896046761423,0.0,0.1588792074471712,,,,0.5203871726989746,0.6285545229911804,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.1,targeted_legacy,,4.0,4
h200_commitment_screen_20260723,scale4_ramp010,bitstate_progressive_hard_st,cifar10,0.1865,0.1825,0.0040000000000000036,2.199163360595703,2.2234776000976564,0.024314239501953328,54.298728444002336,,,,0.22043919563293457,0.0021114864864864866,mind_gap_entropy_posthoc,2368,320,9,25,0.186,6,0.8413397148251534,0.005533854477107525,0.0,0.16395453177392483,,,,0.4091077446937561,0.6987233757972717,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.1,targeted_legacy,,4.0,4
h200_commitment_screen_20260723,scale4_ramp050,bitstate_progressive_hard_st,cifar10,0.195,0.2045,0.00949999999999998,2.1995706634521484,2.2032172470092775,0.0036465835571291016,53.21581055599381,,,,0.1435810774564743,0.0008445945945945946,mind_gap_entropy_posthoc,2368,320,9,25,0.182,8,0.8409117758274078,0.0035807293315883726,0.0,0.14158752001821995,,,,0.32770010828971863,0.725167453289032,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.1,targeted_legacy,,4.0,4
h200_commitment_screen_20260723,scale8,bitstate_progressive_hard_st,cifar10,0.199,0.185,0.014000000000000012,2.175114196777344,2.242156921386719,0.06704272460937499,54.58993111999007,,,,0.10261823982000351,0.001266891891891892,mind_gap_entropy_posthoc,2368,320,9,25,0.1805,6,0.8406323567032814,0.00546875037252903,0.0,0.15796246193349361,,,,0.1865963339805603,0.852055549621582,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.1,targeted_legacy,,8.0,4
h200_margin_screen_20260723,init005_progressive,bitstate_progressive_hard_st,cifar10,0.0915,0.1945,0.10300000000000001,2.3024127960205076,2.215397521972656,0.08701527404785159,56.33282160499948,,,,1.0,0.05827702702702703,mind_gap_entropy_posthoc,2368,320,9,25,0.1715,4,0.7932969182729721,0.04583333572372794,0.002278645901242271,0.2657453343272209,,,,0.9943715929985046,0.08864786475896835,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.05,targeted_legacy,,,2
h200_margin_screen_20260723,init010_gumbel,bitstate_gumbel_st,cifar10,0.1115,0.0965,0.015,2.30239786529541,2.5137451171875,0.2113472518920898,56.91274842902203,,,,1.0,0.0071790540540540545,mind_gap_entropy_posthoc,2368,320,9,25,0.099,5,0.7938244640827179,0.01692708395421505,0.003417968808207661,0.12335494067519903,,,,0.9991925358772278,0.07575737684965134,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.1,targeted_legacy,,,2
h200_margin_screen_20260723,init010_hard,bitstate_hard_st,cifar10,0.0915,0.1645,0.07300000000000001,2.303529342651367,2.3522845153808594,0.04875517272949237,55.94560136299697,,,,1.0,0.02660472972972973,mind_gap_entropy_posthoc,2368,320,9,25,0.1635,8,0.7859826907515526,0.02675781329162419,0.0016276042151730508,0.38779323920607567,,,,0.9937126040458679,0.08026208728551865,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.1,targeted_legacy,,,2
h200_margin_screen_20260723,init010_progressive,bitstate_progressive_hard_st,cifar10,0.0915,0.1655,0.07400000000000001,2.302646713256836,2.3282321624755857,0.025585449218749723,53.34187715599546,,,,1.0,0.04814189189189189,mind_gap_entropy_posthoc,2368,320,9,25,0.176,8,0.8051581904292107,0.036848960909992456,0.00374348959303461,0.23644454777240753,,,,0.9749242663383484,0.12840472161769867,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.1,targeted_legacy,,,2
h200_margin_screen_20260723,init010_soft4,bitstate_progressive_hard_st,cifar10,0.1295,0.2015,0.07200000000000001,2.2933670501708985,2.1717878112792968,0.12157923889160172,53.27576597299776,,5,33.00842925399775,1.0,0.0016891891891891893,mind_gap_entropy_posthoc,2368,320,9,25,0.2025,5,0.8481044247746468,0.007356771151535213,0.0,0.1574139315634966,,,,0.9713670015335083,0.1568889319896698,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.1,targeted_legacy,,,4
h200_margin_screen_20260723,init010_teacher025,bitstate_progressive_hard_st,cifar10,0.1275,0.1705,0.04300000000000001,2.3023304595947267,2.2729019699096678,0.029428489685058956,79.6028009839938,,,,1.0,0.06630067567567567,mind_gap_entropy_posthoc,2368,320,9,25,0.171,4,0.7807998359203339,0.05423177080228925,0.0013020833721384406,0.2230094987899065,,,,0.9894143342971802,0.10374319553375244,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.1,targeted_legacy,,,2
h200_margin_screen_20260723,init025_progressive,bitstate_progressive_hard_st,cifar10,0.095,0.1645,0.0695,2.3061635360717774,2.296633071899414,0.009530464172363473,52.70834564301185,,,,1.0,0.02195945945945946,mind_gap_entropy_posthoc,2368,320,9,25,0.1715,8,0.8230977207422256,0.025716146919876337,0.0024414062936557457,0.14843793958425522,,,,0.9538435339927673,0.1681552231311798,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.25,targeted_legacy,,,2
h200_margin_screen_20260723,init050_progressive,bitstate_progressive_hard_st,cifar10,0.106,0.1725,0.06649999999999999,2.340187240600586,2.2605725402832033,0.0796147003173826,56.486005473998375,,,,0.9869087934494019,0.025760135135135136,mind_gap_entropy_posthoc,2368,320,9,25,0.1635,8,0.8165491670370102,0.03040364640764892,0.001953125058207661,0.14409800246357918,,,,0.9148252606391907,0.22302891314029694,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,4.0,0.5,targeted_legacy,,,2
h200_screen_20260723,direct_gumbel,bitstate_gumbel_st,cifar10,0.0525,0.062,0.009500000000000001,2.3633356018066407,4.632901443481446,2.269565841674805,42.086474078008905,,,,0.1368243247270584,0.011824324324324325,mind_gap_entropy_posthoc,2368,0,8,5,0.077,1,0.6918969005346298,0.022135417675599456,0.0030924479506211355,0.0995249580591917,,,,0.5242453813552856,0.6748694777488708,0.0,0.0,True,0,512,thermometer,2,2,8,16,8,32,8,2000,10000,2000,,,targeted_legacy,,,2
h200_screen_20260723,direct_progressive,bitstate_progressive_hard_st,cifar10,0.139,0.1415,0.0024999999999999745,4.465355758666992,3.77359114074707,0.6917646179199219,39.68499975497252,,,,0.17018580436706543,0.011824324324324325,mind_gap_entropy_posthoc,2368,0,8,5,0.1335,7,0.692040279507637,0.022135417675599456,0.0030924479506211355,0.0995249580591917,,,,0.44696635007858276,0.711909830570221,0.0,0.0,True,0,512,thermometer,2,2,8,16,8,32,8,2000,10000,2000,,,targeted_legacy,,,2
h200_screen_20260723,predicate_gumbel,bitstate_gumbel_st,cifar10,0.0915,0.09,0.0015000000000000013,2.355745582580566,4.484970886230469,2.129225303649903,43.74770977499429,,,,0.13893580436706543,0.0071790540540540545,mind_gap_entropy_posthoc,2368,320,9,25,0.095,1,0.7882624790072441,0.01660156308207661,0.003417968808207661,0.12231759447604418,,,,0.5247067213058472,0.6745115518569946,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,,,targeted_legacy,,,2
h200_screen_20260723,predicate_hard_reg,bitstate_hard_st,cifar10,0.1085,0.131,0.022500000000000006,4.0344056854248045,3.448527786254883,0.5858778991699216,53.30635348701617,,,,0.4442567527294159,0.0071790540540540545,mind_gap_entropy_posthoc,2368,320,9,25,0.1275,8,0.7902985587716103,0.0151692716171965,0.002115885479724966,0.11819930374622345,,,,0.5924610495567322,0.5877652764320374,0.0,0.0,True,0,512,redundant_predicate,2,2,8,16,8,32,8,2000,10000,2000,,,targeted_legacy,,,2
